id	locus	title	outlinks->bsu	Gene->Coordinates
011017A2C4F342B52293588CFC661BF46181A8E6	new_1268593_1268828	S435	new_1268593_1268828	1,268,593 → 1,268,828
013548BF11BC7848692FFD20A9BEE43DE08A5334	new_3386852_3387780_c	S1270	new_3386852_3387780_c	3,386,852 → 3,387,780
0136394A52759CEEDD8DE074ED74033C6FFB8435	BSU_15940	smc	BSU_15940	1,666,560  1,670,120
0136476AEE2DA2C7DC6A7C2612B30067AFBC882A	new_839233_839338_c	S266	new_839233_839338_c	839,233 → 839,338
013BFEC4A381555841F45AD4259A8C061E58FCEC	new_3509781_3509830_c	S1307	new_3509781_3509830_c	3,509,781 → 3,509,830
01406A168C37FCC9C5950D204F0F3887BFE9CDA6	new_2161801_2162107_c	S768	new_2161801_2162107_c	2,161,801 → 2,162,107
01412FA454DDBA12622E3B32C433F8059123661B	BSU_00240	csfB	BSU_00240	35,531  35,725
01419E9D0CB49D8683A6C3D3CD0074D5A150487C	BSU_09780	yheC	BSU_09780	1,052,162  1,053,253
014FBE45EDF28C4F89386D827EE1DC18A537EB04	new_1571801_1571902_c	S551	new_1571801_1571902_c	1,571,801 → 1,571,902
015989AAB862E418C944AB35DA3605863F059CE9	BSU_31670	yuxO	BSU_31670	3,252,405  3,252,785
0164C052E3D5AD83035A66E547D801CF4E16B22C	BSU_31730	yuzC	BSU_31730	3,257,693  3,258,061
017A57F27DD8E515242FB658A61E74C1D58273CC	BSU_13850	pfeT	BSU_13850	1,451,371  1,453,284
0185343269B1A5523F0660C74E685F414E60375D	new_1900515_1901611	S640	new_1900515_1901611	1,900,515 → 1,901,611
018C3EC5DE4F85EE96593F9C2B6C7D7D1F7251F0	BSU_25565	BSU_25565		
018E9DEFC7BF236E0163D1945FC7AD07531063E8	BSU_13360	ykoP	BSU_13360	1,400,188  1,400,739
01946B5ADB1B4625A5C0ABF20A9B0B9A7CB0C3E6	new_1570575_1571849	S550	new_1570575_1571849	1,570,575 → 1,571,849
0197A037D2AF049B295E1DA60187D4614B2BAC51	BSU_15560	pyrE	BSU_15560	1,629,320  1,629,970
019C077F1EC2449201CCE06DA6B183E1C1AEA240	new_3495702_3495768_c	S1306	new_3495702_3495768_c	3,495,702 → 3,495,768
01AC4E8F76170E04A215C20EB6E833D3661EA49F	BSU_12110	yjfA	BSU_12110	1,282,571  1,283,044
01AED5A49ABB201EA97AA14995FCEEE1E6C75B56	BSU_28475	lysCB		
01B7BBC2142D54820FECA8456B49C32E20AACAC6	new_667383_667465	S220	new_667383_667465	667,383 → 667,465
01BE35FB190DDC77BE19C013A8E0D980B132CBE1	BSU_20830	yopN	BSU_20830	2,208,008  2,208,325
01C43D05A53BF4B0F505D9C9CCAAFA1AF9E94F87	BSU_12170	forE1	BSU_12170	1,288,541  1,289,101
01C7486AFE6598630BCD0E5327CA03C3F437CCCE	new_926651_926919_c	S289	new_926651_926919_c	926,651 → 926,919
01CE4BBBEB0C0855201D396FB8036F72B64EA7DD	BSU_04430	ydbD	BSU_04430	495,740  496,561
01E26F18E410323F1DE1FAD2D1C15FBB53C072B3	BSU_21340	yomJ	BSU_21340	2,248,417  2,249,100
01EF886D3D004EA9B22AC5E75D50FF07D8631E68	BSU_00560	spoVT	BSU_00560	64,099 64,635
020DBB58794BF6C450E9A654719E62B2D3B10F04	BSU_10480	yhjE	BSU_10480	1,121,550  1,122,173
0219624A8C4BC3394E2EF8A38C90E265DF04EF77	BSU_13290	ykzD	BSU_13290	1,395,371  1,395,508
021A4E651903FFEFF8FDDB5AC4028ADBCFF05A0C	new_1923125_1923233	S663	new_1923125_1923233	1,923,125 → 1,923,233
02216407B5EDB98FAF611E22B2323C819B9D58BB	BSU_26330	yqdA	BSU_26330	2,698,316  2,698,456
0223C0E6F775D2D1963465DBCFA2D4EF20E30B87	new_2749037_2749259	S1013	new_2749037_2749259	2,749,037 → 2,749,259
02269068E6E4282A32BB5AE0FAE27F104202E5B5	BSU_19020	yobN	BSU_19020	2,074,439  2,075,779
022933D89666CDD2ACE39BCBB78D349BAF8E899B	BSU_10730	yisI	BSU_10730	1,150,850  1,151,020
023E4A5CEB174ABE3DA1334447A870156B8715AC	new_3208192_3208279_c	S1190	new_3208192_3208279_c	3,208,192 → 3,208,279
024C8AD63280696AA933581F55A6206E46B75A58	new_1192592_1192857	S398	new_1192592_1192857	1,192,592 → 1,192,857
0253D9B030630340551DC2D4F40B3B118DB0EC56	BSU_32790	yusG	BSU_32790	3,365,831  3,366,067
025BB89AF2AAAC5BCF780A7FE0E23042E85BB743	BSU_04020	yczH	BSU_04020	454,652  455,260
02628F274952F9AEEE9F2224B771A4CE4AAD1C8D	BSU_31740	pdeH	BSU_31740	3,258,037  3,259,266
0264C72F95D53F0211B52753DA37B4A8C0E982D2	BSU_14071	fadG	BSU_14071	1,479,137  1,480,867
028428CE456E283C065756878EA7C7DB495DD10D	BSU_28800	araA	BSU_28800	2,947,385  2,948,875
02927D2CC9F44B99DB307DDFED2DD52DE2196120	BSU_12220	yjiC	BSU_12220	1,292,557  1,293,735
029DF23D41268D846CA846B32EBBFEBD2B6792F0	BSU_03970	ycnL	BSU_03970	449,198  449,551
02AB87E514281E00FA23284BE1B92925A6CFD71E	new_3032765_3032908	S1130	new_3032765_3032908	3,032,765 → 3,032,908
02B7941734D400B6613FB604562EA2C391ADC60E	new_1150464_1151119	S381	new_1150464_1151119	1,150,464 → 1,151,119
02BA02D10DFB06E51101D8CF76BCF5BED94D7CA2	BSU_19360	odhB	BSU_19360	2,107,505  2,108,758
02C84C9A8C0008CC253CBF13584A4B5B2D2B510C	BSU_22070	xpt	BSU_22070	2,319,440 → 2,320,024
02EB2C0E78B78D3485DA560CDA3107044D1675BE	new_3794010_3794074_c	S1430	new_3794010_3794074_c	3,794,010 → 3,794,074
02F0893E814E00187D7B342990838EE5445CA78B	BSU_01170	rplD	BSU_01170	136,369  136,992
02F1C926D200DE85C93A0ACEF23AD25FBD12B0BD	BSU_23380	lysA	BSU_23380	2,436,947 → 2,438,266
02FAD7D3A73CC0462D0116F4E5BA9505CBF7FCDD	BSU_28930	lytS	BSU_28930	2,956,486  2,958,267
0311601A6499C5B5A84690242132AC4AC1D36B26	BSU_15069	ylzH	BSU_15069	1,575,051  1,575,236
031FDF8443A8A4D5B042B7591EBE2E6C74F07702	BSU_00950	mrnC	BSU_00950	114,854  115,285
032110CBA492D54F6494984323D12D719EAEAAD9	BSU_19030	yobO	BSU_19030	2,076,206  2,078,626
032269B31413ABEB2089496237123F6C728F016B	BSU_30350	yttB	BSU_30350	3,107,232  3,108,425
03274B80B2DFE0A2939981B0E0CB8C34A9B0B102	BSU_34910	hisD	BSU_34910	3,586,271  3,587,554
032BF9280D006DD6D7C7D07A983C95E1433AC88C	BSU_05610	vmlR	BSU_05610	604,736  606,379
033198A822B260AEEB27B3BD49D0AD395F1E8A2C	new_2079086_2079196	S728	new_2079086_2079196	2,079,086 → 2,079,196
0332BE782764D62048E0463105EB445492473B6A	new_2197860_2198069_c	S778	new_2197860_2198069_c	2,197,860 → 2,198,069
03335DC50CED7B38E2380640AE108ADA09A2CBDF	BSU_38140	qoxD	BSU_38140	3,914,315  3,914,689
0337C7B1CFA1C59710A7E6463A370F8C39AAC8EA	BSU_21750	sco	BSU_21750	2,291,703  2,292,284
035154A4160F084BA1CC124D0951937B203E167D	BSU_37070	rpmE	BSU_37070	3,803,081  3,803,281
03595BF6DB8AE79604A720A5BD85C0DB781EE306	BSU_17900	sirA	BSU_17900	1,922,017  1,922,463
035B5486A3887FC71ACC0A8FB43ED77DC44E12EA	BSU_00600	yabP	BSU_00600	68,216  68,518
0362D937D985846AEE4D0DEA57B62F915E8D35E5	BSU_07430	yfmL	BSU_07430	816,113  817,243
0383C8214ADE2FF70CFDB953A65648B37A9D3216	BSU_27710	tgt	BSU_27710	2,832,727  2,833,872
0387A059A5656E33B3AD618CB3D0205FA453AC10	new_3733736_3733966_c	S1396	new_3733736_3733966_c	3,733,736 → 3,733,966
03AEADB134F1CAD8BBB3E1F625D597EBA1FDA30B	BSU_08290	lnrJ	BSU_08290	903,811  905,013
03BA7AEE17739689D632A35D9C3329EA0982C98A	BSU_08930	cspR	BSU_08930	970,135  970,617
03BE6DA854612B3F6741E0E167AB310F0DE96285	BSU_08280	yfiI	BSU_08280	902,506  903,687
03BFD8AD2E3D95858752F46366F6C2028D709029	BSU_22400	dinG	BSU_22400	2,349,671  2,352,466
03DAF537379754763646AF3AF2AD811B107F5302	BSU_26320	yqaG	BSU_26320	2,697,673  2,698,242
03DBD906E31D6A8A4D14C9E2DACF0F1AB9F8DAA8	BSU_14280	moeA	BSU_14280	1,497,192  1,498,484
03E5E41FD7ADA4E9CB70E312FA5F163331C92695	BSU_14630	speA	BSU_14630	1,534,279 → 1,535,751
03E9C8A19BFDD90336F5B776613EEFDEE346A152	BSU_20170	yosC	BSU_20170	2,168,910  2,169,452
03EFF93C1B0CE075AE068ECC4EDE9BE5D03C857E	BSU_06620	ligA	BSU_06620	721,613  723,619
03FE63D6AAC77D6CEB052D0BF578ACD048C772FB	BSU_39050	katE	BSU_39050	4,008,143  4,010,203
0405FF18AEB2DC3632CFFF25E82EFA08D0A48F57	BSU_05390	ydfF	BSU_05390	585,868  586,548
040823BC3FB678F1FED25A72CFB6F6995A585020	BSU_25990	yqbS	BSU_25990	2,670,363  2,670,788
040EBEC149FDB6ED1587C2511765553AEF2D688C	new_1780399_1780532	S612	new_1780399_1780532	1,780,399 → 1,780,532
042BC2D388E7436255B7BE529ED397CF7BED7174	new_3255432_3256404	S1214	new_3255432_3256404	3,255,432 → 3,256,404
04376B3166B591132CE37D1DE85B0ECFEC6902EF	BSU_36200	ywqI	BSU_36200	3,727,427  3,727,687
044A0EBC8798B110E719B73664EB80F53112D8DE	BSU_39070	bglS	BSU_39070	4,011,842  4,012,570
0467447B10EE7C1FDF86022AB6FBDBABFD32A9E5	BSU_22660	trpC	BSU_22660	2,374,139 → 2,374,888
0472A4346ADA1DC41C9D00E8F3222A0EBB76DFA8	BSU_33610	rnr	BSU_33610	3,451,863  3,454,202
047CE33C0CC127DAD15D68D63843DF89F93ED3BF	BSU_35500	degS	BSU_35500	3,645,379  3,646,536
0481A9C134A6EEC6F111AD0C03E2E345D6A315A0	BSU_32730	metQ	BSU_32730	3,361,767  3,362,591
0484CACF575A986E137EDE187123406467AF4534	new_3762479_3762776_c	S1409	new_3762479_3762776_c	3,762,479 → 3,762,776
048A475CBFF4648EF1CE7962F479BB077D3B7659	new_4215473_4215670	S1583	new_4215473_4215670	4,215,473 → 4,215,670
049B1EBF64F0EBC04CE6D529C8EDB0B6B2184DF5	BSU_35440	yvyF	BSU_35440	3,640,632  3,641,051
04C5876C267D77E59F57A3E7EA19C36FD35A03EF	BSU_36990	ywkF	BSU_36990	3,795,870  3,796,157
04CACAF4F786090AB67D7C606C944F07B7A7FE55	BSU_09620	yhdW	BSU_09620	1,037,688  1,038,419
04D9D70C0BCFDCBD00B5156908C348135080A9C2	BSU_35450	comFC	BSU_35450	3,641,125  3,641,814
04DC792180FDC5E7916F2DBB2EC2C34369202FE0	BSU_11870	metI	BSU_11870	1,258,492 → 1,259,613
04F12BE4CA412CBEBED84362A1D802AF47071BA5	BSU_06269	ydzJ	BSU_06269	680,907  681,065
04F760C6DA2BCDF141AC0DE8B04C8E784045672A	BSU_misc_RNA_12	BSU_misc_RNA_12	BSU_misc_RNA_12	1,180,685  1,180,802
04FE8A07424F1FEFA7611BA4421087ED42E2D460	BSU_06550	yecA	BSU_06550	712,019  713,293
050209224685B32D05A7726857729F64CA96C36E	BSU_misc_RNA_48	BSU_misc_RNA_48	BSU_misc_RNA_48	2,961,232  2,961,479
050A2F1399C2B0831A24623867875BFEBD02AA71	BSU_38180	ywzA	BSU_38180	3,918,777  3,919,022
051D9BCC0CB05E39ED5825BB9BA77B8228EA055D	BSU_31630	mrpD	BSU_31630	3,249,761  3,251,242
0520B566411FFDEC1FE3BD290E6E39CEE284CBDA	new_1211372_1211476	S403	new_1211372_1211476	1,211,372 → 1,211,476
052BD59112DBE2F1DAC9DA5A7B0EA8DAF8D6FC47	BSU_04650	ndoAI	BSU_04650	518,657  518,938
05392BB2C32B0405799D4F34E5BA55FC936AB943	BSU_08020	yfjO	BSU_08020	873,402  874,802
054C80C9D8AE384734685C3C4FB448CCF96C85A9	new_4125593_4125741_c	S1543	new_4125593_4125741_c	4,125,593 → 4,125,741
056C74742183FBC89783E0048A6D8529E1824FB0	new_649718_649826	S207	new_649718_649826	649,718 → 649,826
056F20E9D11BFB7A7EB15281902E8A8870BC6CFF	BSU_03789	yczN	BSU_03789	430,356  430,469
05723A730E81A8D173761D9B8DA1D58816D8F92E	new_3529856_3529913_c	S1313	new_3529856_3529913_c	3,529,856 → 3,529,913
05752B9C4EA7ACD579D65D028B7DF1861F3840CB	BSU_11460	oppD	BSU_11460	1,223,455  1,224,531
057BFF91609C918CEE4E6FF9100A1E4959BF6715	BSU_22590	ypiA	BSU_22590	2,366,347  2,367,618
05851893F2E94D0C6B48BDDEDBE5DBD95B22222D	new_1915794_1916005_c	S656	new_1915794_1916005_c	1,915,794 → 1,916,005
05910B4500420D4DB75DAD3A7A2358C360FF2154	BSU_04110	lipC	BSU_04110	462,431  463,072
059170932FC73C6609D04318CD456F056311DDEC	new_3809980_3810619_c	S1440	new_3809980_3810619_c	3,809,980 → 3,810,619
059CD6A3B611F35130F3C766D1295BE17A1D9884	new_3741593_3741676	S1400	new_3741593_3741676	3,741,593 → 3,741,676
05A23F4611674B0092262DEC309F7AD6B9B5BE30	BSU_05240	ydeL	BSU_05240	571,389  572,780
05BFEA711D82395A55B505E5A38286BE2F570350	BSU_30280	melD	BSU_30280	3,099,123  3,100,034
05D30C5B2681B63CFCC6CAA2C20C501A3C038B32	new_252315_252458	S89	new_252315_252458	252,315 → 252,458
05E617CEA151C91AC43722F6BF547902B6E26E99	BSU_rRNA_8	rrnJ-5S	BSU_rRNA_8	
06033A917138639CF9141F6BBA59B712A4E20C87	new_3744236_3744320_c	S1401	new_3744236_3744320_c	3,744,236 → 3,744,320
06165870CB68E9C2F1546943CEA668C7790A9647	BSU_22230	ptsA	BSU_22230	2,336,933  2,337,439
062AE5FB4C778178A7F6833CB8BD9D631E461E89	BSU_12930	dppB	BSU_12930	1,361,242  1,362,168
0643618A98F6CCFB4D942DD7E72AAC421289A138	new_4039160_4039225_c	S1515	new_4039160_4039225_c	4,039,160 → 4,039,225
0649520164CCC6120C40CE15EF08994BE0E79A25	BSU_39950	yxaJ	BSU_39950	4,103,762 → 4,104,187
064AE8CE6D52E35582F90654AA9548963573C05C	BSU_09210	yhcT	BSU_09210	995,624  996,532
0650C9EAB395EB6ABDADBE72F0DA9F8E5E606B0E	BSU_38390	ywbA	BSU_38390	3,938,307  3,939,641
0663D31C1487B2214CF4543E71A15E4A4E318746	new_2780331_2780484_c	S1029	new_2780331_2780484_c	2,780,331 → 2,780,484
0678357183072D2716B913C07103CEBF65E60D14	BSU_13270	ykoI	BSU_13270	1,394,004  1,394,684
06971E9AAB033E2878914A76645F99E97CE8A90A	BSU_15730	fmt	BSU_15730	1,646,999  1,647,952
06CC915A18E5ADD42B784B7BBBFD4C344559A34E	BSU_26510	yrkH	BSU_26510	2,711,109  2,712,242
06D2D03C65D50E3909B2C93835193815B6016967	BSU_40390	walH	BSU_40390	4,150,496  4,151,863
06F254B9260946871AF2C224E62E7E2F9662817C	new_2225995_2226059	S800	new_2225995_2226059	2,225,995 → 2,226,059
06FEA5F205B40DD5CF8D9F1328E940D4543F4741	new_3631609_3631729_c	S1350	new_3631609_3631729_c	3,631,609 → 3,631,729
0703D458DB489F49150DD9E3477A87DC354A7B7F	BSU_14720	ylaB	BSU_14720	1,543,816  1,544,085
0732C7B9A9BA370DDB138EE94EE4B767670B447A	new_2529726_2529888_c	S918	new_2529726_2529888_c	2,529,726 → 2,529,888
073D63E17C8248BE39F331FDE9902E21A34056D5	BSU_33760	sdpB	BSU_33760	3,464,762  3,465,733
07498A0A3CB598A6E388540124A4F56E781C86FA	BSU_32830	fadA	BSU_32830	3,368,839  3,370,014
07508776A98B3B77CFBBBF4AAF8155F72488ED3B	new_1229759_1229848	S412	new_1229759_1229848	1,229,759 → 1,229,848
0757FAEB38AA1C599C5067794AF83A4BA5912DC9	BSU_39810	csbC	BSU_39810	4,088,002  4,089,387
075A18CAAB8D4261F8DDC22977F24D0926AE4091	new_3774188_3774399_c	S1418	new_3774188_3774399_c	3,774,188 → 3,774,399
076343A6A45A51434D3CF9C938800B2CE7898045	BSU_32040	yuiF	BSU_32040	3,294,942  3,296,270
07752EC6940F43DEBD1E9313A2A195E35EDB9F69	BSU_37240	ywiE	BSU_37240	3,821,570  3,823,072
077C7EA88C1CFE33B9B3109EF23E1532711C8648	BSU_misc_RNA_61	mswI		
07813844C05DB8670B810251979782094D184549	BSU_02070	csgA	BSU_02070	228,066  228,314
07829C480D54CD9809187965F3926ACC18079590	new_3451771_3451862_c	S1287	new_3451771_3451862_c	3,451,771 → 3,451,862
07858BFC72EB0B6AF615C8D4C8BCC162D8C3E7D2	BSU_08320	lnrM	BSU_08320	906,764  907,954
0785B4C70C3DD00EFB8BCDD91EF4F98EF4372186	BSU_17280	ymaD	BSU_17280	1,864,225  1,864,677
078E14DDFDFC77A54F35D978615173884BCA6971	new_1168918_1169042	S393	new_1168918_1169042	1,168,918 → 1,169,042
07A30814F57112196051289AA309AE6DB22CAEFF	BSU_05600	ydgE	BSU_05600	604,103  604,576
07A53089107037359C428549FF877638B90CF074	BSU_13520	ykrP	BSU_13520	1,417,938  1,418,960
07ABC6A548F1186B67B58C0E14915AC3FE94882E	BSU_11120	yitT	BSU_11120	1,188,689  1,189,531
07B66216EF82359D00CA26D24244D6974F2F7DC1	new_2552307_2552445	S924	new_2552307_2552445	2,552,307 → 2,552,445
07B6C61C4348AFA27A9FE15D5EEE4E1597345134	BSU_07410	yfmN	BSU_07410	814,109  814,264
07C35D58F6AF97F8E6BB75CF8E8B811BAFAB201B	BSU_33250	rsiO	BSU_33250	3,411,684  3,412,094
07DDC0BED23B30D0BF9273508C62B94D924468F6	BSU_32630	yurR	BSU_32630	3,352,789  3,353,907
07DFF7D7BE1BACFB148F600400BDE5933BF1DD07	BSU_27490	yrrB	BSU_27490	2,808,707  2,809,327
07E0B0E9D90165F3D7DDD5FB82822A4EE85F1D6E	new_1386984_1387035_c	S472	new_1386984_1387035_c	1,386,984 → 1,387,035
07E876715DCF551B8BDB6AA5D33C700696B4E730	BSU_10750	yisK	BSU_10750	1,152,244  1,153,149
081DF3EE9FA56209D648C7677188C61CE3AA8E41	BSU_09520	sigM	BSU_09520	1,029,577  1,030,068
081EA0CBCDA7ECDE8D128DD091C132BB194D19EB	BSU_15260	ylxX	BSU_15260	1,595,210  1,595,917
08277404EB118F316CF42BD9FED883ADA098AA42	BSU_39600	yxeC	BSU_39600	4,066,607  4,067,005
082D2012ABE3671F62211F77ED501849BF77B4EF	BSU_11382	appA/2	BSU_11382	1,214,001  1,215,167
08314FA6195D553B8522BCD3B45FEE0EAB51F64D	BSU_00250	xpaC	BSU_00250	35,845  36,459
0833682247D8664AA34C659542FD34AC19B05A39	new_1454806_1455063	S504	new_1454806_1455063	1,454,806 → 1,455,063
0847C8836F9D58BD150E97374B6D16FE0D08C9CE	BSU_misc_RNA_79	surC	BSU_misc_RNA_79	2,625,952 → 2,626,042
088401AD912DE69236C61D1866ED035722B75EEB	new_1072963_1073105_c	S351	new_1072963_1073105_c	1,072,963 → 1,073,105
08966D49C7DB1E508C8D89CC728608F724C162BF	BSU_21190	yomX	BSU_21190	2,238,436  2,239,086
0896A783CEA888829BEF971733E5B0C00F7D14F1	BSU_misc_RNA_20	BSU_misc_RNA_20	BSU_misc_RNA_20	1,424,527  1,424,683
089A32D08B5A7E552CBD9CB9745BD542863B4558	BSU_30180	ytbQ	BSU_30180	3,088,388  3,089,149
08A37F0C870670C957F03367616B50F872A74FE5	new_3574321_3577707	S1326	new_3574321_3577707	3,574,321 → 3,577,707
08B733574DC7B8D044033EBB94124D470A0FBE19	BSU_20040	yosP	BSU_20040	2,159,981  2,161,778
08BDF5072B81EBFF1230DC620ADDD440B2289004	BSU_25569	yqzM	BSU_25569	2,637,369  2,637,503
08CA7170DDEC6C7EECBD3790367DDB9875DA1014	BSU_39150	yxiJ	BSU_39150	4,019,625  4,019,921
08CFA2C72931A75532D4289BC1D18A826DE9F9CA	BSU_10420	comK	BSU_10420	1,117,109  1,117,687
08D4DB731DCEA99C9AC2BC79DCB8030E66A9B3BD	new_3471824_3472588	S1299	new_3471824_3472588	3,471,824 → 3,472,588
08DD90282C9A384AB7A591C8081F5BFA544F7B96	new_2713803_2713911_c	S993	new_2713803_2713911_c	2,713,803 → 2,713,911
08EAC004DF9F0D6CE2E137FBAAE87333C2CC323A	new_1538693_1539646	S537	new_1538693_1539646	1,538,693 → 1,539,646
08EBBA57B807F8C27C37BEB275DF5E206935C698	BSU_23616	mciZ	BSU_23616	2,459,114 → 2,459,288
08F1D9AD2D51D8513AFFA57E8ED69DB8EF97AD88	BSU_25160	ispH	BSU_25160	2,596,535  2,597,479
08F24CA21DC54031F6158AC0C772F3B520E5A849	BSU_30390	bceS	BSU_30390	3,112,190  3,113,194
08F32330B66E940CCD3DA549CE0320BDE2906C32	new_45224_45399_c	S23	new_45224_45399_c	45,224 → 45,399
08F907C6F47BDEB4DC9A9F136CDC6A4063AC0140	BSU_22390	ypmA	BSU_22390	2,349,358  2,349,528
0903CCBE053230998A9123F3269868E952C0F76B	BSU_39750	iolB	BSU_39750	4,082,030  4,082,845
090A1750AD4B2E086C3303016995B211497DF487	BSU_04745	BSU_04745		
091A36643612980FD1625EFC786573FD9A3D02B2	new_1071709_1071971_c	S348	new_1071709_1071971_c	1,071,709 → 1,071,971
09239017104646600FA614717E54BAFB2A353820	new_1744297_1744366	S598	new_1744297_1744366	1,744,297 → 1,744,366
0927C7D45721F47F5ED2646CAAC324A308FD7724	BSU_23780	yqjQ	BSU_23780	2,471,002  2,471,781
0929B114DE4959A98FFF96079600844C8D63C809	new_2897341_2897467_c	S1072	new_2897341_2897467_c	2,897,341 → 2,897,467
0932DDC285635C02067A3302CEDA302FE4269179	BSU_14150	ykuN	BSU_14150	1,487,038  1,487,514
09343BE8357AB24C79B69816FAE65D161E668F01	BSU_21990	ypdQ	BSU_21990	2,310,419  2,310,817
093960C48AD50C0D0B3A68BBFE7D060BE716935D	BSU_16520	frr	BSU_16520	1,720,526  1,721,083
094AE3AC8DFAFC8048ADAAB34F76DF2562D80CE7	BSU_14000	patA	BSU_14000	1,471,857  1,473,038
0958E85520014A22327D5972D927D53A33C81E36	BSU_27809	yrzT	BSU_27809	2,841,307  2,841,447
095DAEED5F22A3BC46614C16CC907A2DB9E32C6E	BSU_36710	fdhD	BSU_36710	3,773,366  3,774,154
096065A2720AD9F185D6E4A40DE196B1F9AF6DE9	BSU_26450	yrkN	BSU_26450	2,707,127  2,707,684
0960F1856A81237DBA6AF1FAF36172A63ECBE2D5	BSU_27020	yraA	BSU_27020	2,757,492  2,758,001
097089226CC47D384C43E985A383B4B973443D31	new_1884880_1884967	S629	new_1884880_1884967	1,884,880 → 1,884,967
097C817A5A3E31F73F6ABC4AA95852A64E43A057	BSU_misc_RNA_2	scr	BSU_misc_RNA_2	26,533 → 26,635
098F3D9EB9A30575E2393F7F335E4ADD8D028C2A	BSU_25090	yqfW	BSU_25090	2,590,804  2,591,385
09B082BF39703F0D9A5980E643175DBD59F5B228	BSU_24630	sipW	BSU_24630	2,553,930  2,554,502
09BE19C89682E34FB94B9759C4A6330B97C4C666	BSU_tRNA_34	trnD-Asp	BSU_tRNA_34	
09BE7902B93B39F43922B582058EF753FD4D4F91	new_3463734_3464253_c	S1292	new_3463734_3464253_c	3,463,734 → 3,464,253
09C9CDA3EA23B751C7135DEDF0FE2563BA69FF1D	BSU_17330	miaA	BSU_17330	1,866,389  1,867,333
09D56215645F3E13803704F96FC6AD3FAAD58EF4	BSU_08380	yfiS	BSU_08380	912,547  913,800
09E9194E82DF199527F414DB0EC15547A71AD25E	BSU_37030	racA	BSU_37030	3,798,789  3,799,343
0A22E800FDA4104564F365067F7A74BD2B97867A	new_2198766_2198847_c	S779	new_2198766_2198847_c	2,198,766 → 2,198,847
